z_re,z_im,w_re,w_im
-2.593220338983051,-0.7627118644067794,2.12822079240349,-1.6339102007666182
-2.593220338983051,-0.6610169491525424,2.136465043117231,-1.6547240799952194
-2.593220338983051,-0.5593220338983049,2.145299713789735,-1.6753692313617665
-2.593220338983051,-0.45762711864406747,2.1547178670456857,-1.6958126128677788
-2.593220338983051,-0.35593220338983045,2.1647098137190692,-1.7160216351218438
-2.593220338983051,-0.254237288135593,2.1752631577585886,-1.7359644654121384
-2.593220338983051,-0.15254237288135553,-0.29383691763114095,2.750664038019541
-2.593220338983051,-0.05084745762711851,-0.28220832046479394,2.73134458949527
-2.593220338983051,0.05084745762711895,-0.27007068851744787,2.7123793908926337
-2.593220338983051,0.15254237288135597,-0.25744598808305286,2.693794441101477
-2.593220338983051,0.25423728813559343,-0.24435808662650238,2.6756136921319653
-2.593220338983051,0.3559322033898309,-0.23083250151730672,2.657858876956968
-2.593220338983051,0.4576271186440679,-0.21689613168288868,2.640549374987992
-2.593220338983051,0.5593220338983054,-0.20257697870785363,2.623702116677375
-2.593220338983051,0.6610169491525424,-0.18790386390228397,2.6073315274814814
-2.593220338983051,0.7627118644067798,-0.17290614759912237,2.5914495102296375
-2.593220338983051,0.8644067796610173,-0.15761345645070712,2.5760654638765725
-2.593220338983051,0.9661016949152543,-0.1420554238213213,2.5611863357147127
-2.593220338983051,1.0677966101694913,-0.12626144756690394,2.54681670341487
-2.593220338983051,1.1694915254237293,-0.11026046860774497,2.5329588827631073
-2.593220338983051,1.2711864406779663,-0.09408077278619265,2.519613056667177
-2.593220338983051,1.3728813559322033,-0.07774981760503041,2.506777420905618
-2.593220338983051,1.4745762711864412,-0.06129408460157992,2.4944483421646346
-2.593220338983051,1.5762711864406782,-0.04473895735712552,2.482620524124413
-2.593220338983051,1.6779661016949152,-0.028108624490922995,2.4712871776862957
-2.593220338983051,1.7796610169491531,-0.011426006453839843,2.460440191843279
-2.593220338983051,1.8813559322033901,0.005287295478358045,2.450070302158138
-2.593220338983051,1.9830508474576272,0.02201102991156212,2.440167254298684
-2.593220338983051,2.084745762711865,0.03872630783170394,2.43071996056486
-2.593220338983051,2.186440677966102,0.05541559908460347,2.4217166478088465
-2.593220338983051,2.288135593220339,0.07206271504375761,2.4131449955830697
-2.593220338983051,2.389830508474577,0.08865277962346774,2.404992263742242
-2.593220338983051,2.491525423728814,0.10517219069436967,2.3972454090687623
-2.593220338983051,2.593220338983051,0.12160857382052326,2.3898911907834948
-2.593220338983051,2.694915254237289,0.13795073007406733,2.3829162650464686
-2.593220338983051,2.796610169491526,0.15418857950557618,2.3763072687467215
-2.593220338983051,2.898305084745763,0.17031310166448954,2.3700508930309825
-2.593220338983051,3.0,0.18631627438127207,2.3641339471318075
-2.4915254237288136,-3.0,2.0640004691610674,-1.187607448827539
-2.4915254237288136,-2.8983050847457625,2.0613625891198923,-1.2059491459170082
-2.4915254237288136,-2.7966101694915255,2.0590298007910657,-1.2245869507379372
-2.4915254237288136,-2.694915254237288,2.057021514659147,-1.2435170982735704
-2.4915254237288136,-2.593220338983051,2.055357682604615,-1.262734535051099
-2.4915254237288136,-2.4915254237288136,2.0540587221746636,-1.2822328092793462
-2.4915254237288136,-2.389830508474576,2.0531454247494194,-1.3020039618638513
